Codigo;Cod Barras;Nome;Venda;
471046;7897280327063;RELOGIO PAREDE OURO ENVELHECI 1734;49,90;
351966;7899250611530;RELOGIO PAREDE OVAL EG6930 YINS;0,00;
161053;7898502500400;RELOGIO PAREDE OVAL WINCY 2040;0,00;
549523;7898589312699;RELOGIO PAREDE PAI HEROI RN1269 REAL;9,90;
549524;7898589312705;RELOGIO PAREDE PAIZAO RN1270 REAL;9,90;
400794;7890026016900;RELOGIO PAREDE PASSARO ML926 SUTT;34,90;
410144;7899386502092;RELOGIO PAREDE PASSARO YI15015 YIN;29,90;
160971;7898502503593;RELOGIO PAREDE PASSAROS 2248;23,50;
548495;7899653761665;RELOGIO PAREDE PB9105TF TOP FIVE;64,90;
550696;7899386513692;RELOGIO PAREDE PENDULO ESCUMA YI15347;64,00;
24983;86200812261;RELOGIO PAREDE PESQUISA;0,00;
24990;6934567840776;RELOGIO PAREDE PESQUISA;0,00;
574378;7897280352362;RELOGIO PAREDE PINK 197600E-306 AMBIENTE;12,90;
461665;2009120007294;RELOGIO PAREDE PLAS PQ SI600016;5,99;
511421;7898911906961;RELOGIO PAREDE PLAST CIRCULO BRAND;8,90;
511407;7898911906954;RELOGIO PAREDE PLAST FLORAL BRAND;9,90;
511414;7898911906848;RELOGIO PAREDE PLAST FRUTA BRAND;8,90;
547549;7895026569531;RELOGIO PAREDE PLAST FX5695KBKD;24,90;
281362;6703000230838;RELOGIO PAREDE PLAST NS079683;0,00;
511391;7898911906107;RELOGIO PAREDE PLAST NUMERO BRANDS;9,90;
985;7898549350198;RELOGIO PAREDE PLAST PDA0215 WINCY;38,90;
549788;7899413104114;RELOGIO PAREDE PLAST RED NS101706 BEMBA;34,90;
555725;7898549343183;RELOGIO PAREDE PLAST RED RCL1153;9,90;
27946;6934567846860;RELOGIO PAREDE PLAST SS4686;0,00;
28349;6934567846990;RELOGIO PAREDE PLAST SS4699;0,00;
431330;7898502512953;RELOGIO PAREDE PQ QUAD RP101027;9,90;
470995;7897280322044;RELOGIO PAREDE PRATA 1704;12,90;
470919;7897280326882;RELOGIO PAREDE PRATA 1720;19,90;
471022;7897280326639;RELOGIO PAREDE PRETO 1710;19,90;
470957;7897280326899;RELOGIO PAREDE PRETO 1720;19,90;
471060;7897280327049;RELOGIO PAREDE PRETO 1732;44,90;
471039;7897280328442;RELOGIO PAREDE PRETO 1913;0,00;
573413;7897280346873;RELOGIO PAREDE PRETO CORUJA 1997 AMBIENTE;12,90;
573409;7897280346835;RELOGIO PAREDE PRETO REAL 1994-145 AMBIENTE;12,90;
410038;7899250616245;RELOGIO PAREDE QH7002XF YINS;16,90;
551047;7899386513432;RELOGIO PAREDE QUAD 25CM YI15329 YINS;19,90;
350358;7899413103865;RELOGIO PAREDE QUAD NS037821;9,90;
500838;6930216250019;RELOGIO PAREDE QUAD NS116085;14,90;
341998;7899413107924;RELOGIO PAREDE QUAD QHK7244M;23,90;
431156;7898502513004;RELOGIO PAREDE QUAD RP106030;18,90;
2874;7899386504225;RELOGIO PAREDE QUAD YI15113;29,90;
521314;7899386505208;RELOGIO PAREDE QUAD YI15126 YINS;39,90;
574323;7898100811663;RELOGIO PAREDE QUADRAD 22CM PLAST NF1166 JN;14,90;
3299;6956458253717;RELOGIO PAREDE QUARTZ L37-1;24,90;
541745;7897280329517;RELOGIO PAREDE QUARTZ PR 1926 AMBI;16,90;
548386;3823584001563;RELOGIO PAREDE R156 RUTMAR;24,90;
51897;7899250604679;RELOGIO PAREDE RD CL0657;0,00;
546955;5890302110423;RELOGIO PAREDE RD CL1104202 SHARK;39,90;
546970;7895026569456;RELOGIO PAREDE RD PLAST FX5694KBKR SHARK;22,90;
490641;7897280326745;RELOGIO PAREDE RED 1713;0,00;
490658;7897280326813;RELOGIO PAREDE RED 1716;0,00;
551059;7899386513425;RELOGIO PAREDE RED 25CM YI15328 YINS;22,90;
551055;7899386514002;RELOGIO PAREDE RED 29CM YI15369 YINS;38,90;
548672;7899658312060;RELOGIO PAREDE RED 34CM 312060 ZEIM;49,90;
551057;7899386514248;RELOGIO PAREDE RED 35CM YI15393 YINS;59,00;
210;7898100803651;RELOGIO PAREDE RED 365 JN;19,90;
540858;6966222768965;RELOGIO PAREDE RED 6896;28,90;
557727;7899790901177;RELOGIO PAREDE RED CIDADE 20CM HDLS1440G;18,90;
557726;7899386516532;RELOGIO PAREDE RED CIDADES 20CM HLDS1440;9,90;
568679;7899386515283;RELOGIO PAREDE RED CIDADES 34CM YI15414D;38,90;
351850;7899250604747;RELOGIO PAREDE RED CL0945 YINS;0,00;
351980;7899250604730;RELOGIO PAREDE RED CL1003B YINS;29,90;
557731;7899386518369;RELOGIO PAREDE RED COFFEE 34CM YI15514D;39,90;
351973;7899250602019;RELOGIO PAREDE RED EG6910B YINS;0,00;
351911;7899206307531;RELOGIO PAREDE RED EG6911;0,00;
410137;7899250604594;RELOGIO PAREDE RED EG6912 D820 YIN;34,90;
431316;7800000061079;RELOGIO PAREDE RED FRUTAS ML6107;19,50;
541343;7885180903289;RELOGIO PAREDE RED FWB 90328;9,90;
350112;7899413106736;RELOGIO PAREDE RED GD9610A;24,90;
351867;7899250616542;RELOGIO PAREDE RED GR CL106266 YIN;38,90;
411066;6922104063818;RELOGIO PAREDE RED GR J381;34,90;
351843;7899250617853;RELOGIO PAREDE RED GR ZX1566 YINS;49,90;
557730;7899386518352;RELOGIO PAREDE RED JACK D 34CM YI15514C;39,90;
161060;7800000003680;RELOGIO PAREDE RED ML368;6,99;
510868;7898100802340;RELOGIO PAREDE RED NF234;26,90;
549785;7899413141584;RELOGIO PAREDE RED PLAST NS119453 BEMBA;14,90;
491754;7898502512960;RELOGIO PAREDE RED PQ RP101053;8,90;
410151;7899206303939;RELOGIO PAREDE RED QH7164G YINS;28,90;
500937;1445121301879;RELOGIO PAREDE RED REL0187;18,90;
557728;7899386516167;RELOGIO PAREDE RED RETRO 50CM YI15475;99,00;
557733;7899386519205;RELOGIO PAREDE RED RETRO 63CM YI15595;179,00;
568681;7899386518444;RELOGIO PAREDE RED SORTIDO 18CM YI15519 YIN;12,90;
568682;7899386519144;RELOGIO PAREDE RED SORTIDO 22CM YI15589 YIN;22,90;
557732;7899386519045;RELOGIO PAREDE RED SORTIDO 41CM YI15579;74,00;
568678;7899386515276;RELOGIO PAREDE RED VINTAGE 34CM YI15414C YI;38,90;
557729;7899386518338;RELOGIO PAREDE RED VINTAGE 34CM YI15514A;39,90;
351997;7899386502696;RELOGIO PAREDE RED YI15003 YINS;34,90;
251396;7899250615699;RELOGIO PAREDE RED YI15033 YINS;24,90;
2867;7899250617891;RELOGIO PAREDE RED YI15169 YINS;39,80;
2866;7899250617877;RELOGIO PAREDE RED YI15172 YINS;69,80;
191326;7899250613503;RELOGIO PAREDE REDONDO CL61558;0,00;
554203;2014051601312;RELOGIO PAREDE REDONDO LK13-131 SATYAM;14,90;
188;7898100803637;RELOGIO PAREDE REF363 JN;18,90;
3130;6930280837277;RELOGIO PAREDE REF3727 HUVI;26,90;
551058;7899386513951;RELOGIO PAREDE RESINA COZ 30CM YI15364 Y;47,90;
191746;8902150853524;RELOGIO PAREDE RET 085352;0,00;
574734;5702051026613;RELOGIO PAREDE RETANGULAR SXZ-2661 BRILHO;39,90;
545649;7898589339443;RELOGIO PAREDE RN944;29,90;
471015;7897280326790;RELOGIO PAREDE ROSA TURQUESA 1715;24,90;
27328;7899076821977;RELOGIO PAREDE RPA2197B;0,00;
64;6985231015389;RELOGIO PAREDE RUTMAR M538;19,90;
550761;1200306502805;RELOGIO PAREDE SH-650280 SHOCK;29,90;
550788;1200306502836;RELOGIO PAREDE SH-650283 SHOCK;48,90;
545026;1200206504909;RELOGIO PAREDE SH650490 SHOCK;17,90;
550790;7009120013443;RELOGIO PAREDE SI-80.0427 SHOCK;59,00;
140386;2009060082856;RELOGIO PAREDE SK08285;0,00;
140362;2010010182861;RELOGIO PAREDE SK08286;17,90;
554175;2014050082891;RELOGIO PAREDE SK08289 SATYAM;14,90;
140379;2009110082997;RELOGIO PAREDE SK08299;17,90;
568680;7899386518437;RELOGIO PAREDE SORTIDO 15CM YI15518 YINS;12,90;
568669;7899790902310;RELOGIO PAREDE TALHERES 33,8CM 5Q00258 YINS;38,90;
80620;4894095048193;RELOGIO PAREDE TG04819;7,90;
80613;4894095048414;RELOGIO PAREDE TG04841;0,00;
80637;4894095048421;RELOGIO PAREDE TG04842;0,00;
541997;15419972;RELOGIO PAREDE VERDE FLORAL BRANDS;0,00;
574377;7897280352355;RELOGIO PAREDE VERDE OLIVA 197600E AMBIENTE;12,90;
121385;7899250614135;RELOGIO PAREDE WALL ALT2966;0,00;
160988;7898502503456;RELOGIO PAREDE WINCY 2408;0,00;
2865;7899250604563;RELOGIO PAREDE YI15082 YINS YL15082;59,90;
2859;;RELOGIO PAREDE YINS YI15181;0,00;
2860;7899250604716;RELOGIO PAREDE YINS YI15181;24,90;
2858;7899386502634;RELOGIO PAREDE YINS YI5033;29,90;
554044;7899658332600;RELOGIO PAREDE ZEIN;34,90;
161831;7898488330893;RELOGIO PAREDE ZG0089;13,90;
161824;7898488330909;RELOGIO PAREDE ZG0090;0,00;
191777;437100085031;RELOGIO PAREDE ZX8503;38,90;
2861;7899386504140;RELOGIO PARERDE RED YI15105;34,90;
545642;7898589339450;RELOGIO PD RD REC DO ASSADOR RN 945;29,90;
545639;7898589335636;RELOGIO PD 20 CM RN563;16,90;
545636;7898589339436;RELOGIO PD TRICOLOR RN943;29,90;
547547;5830821277214;RELOGIO PLAST DESPERTADOR EG7721PD836;9,90;
549783;7899413105890;RELOGIO PLAST RED 20CM A2880 BEMBA;14,90;
572485;7899658371821;RELOGIO POA PRETO 24CM PAREDE ZEIN;29,90;
575243;5752430;RELOGIO PONTO BIOMETRICO IMOBILIZADO;1.689,00;
548623;5486236;RELOGIO PONTO CARTAO IMOBILIZADO;459,90;
544033;7898911906459;RELOGIO PP NUMEROS BR BRANDS;8,99;
470476;7898502529074;RELOGIO PQ QUAD A838 ROCIE;11,90;
567670;7899455900392;RELOGIO PROJ PATATI PATATA;9,90;
290838;7899050576978;RELOGIO PULSO C/CALCULADORA ISSAM;4,99;
171427;6925625435850;RELOGIO PULSO FEM;0,00;
171410;6925625435836;RELOGIO PULSO MASC;0,00;
559821;7898083360615;RELOGIO QD X7 061 MT;2,00;
101479;7823124594636;RELOGIO QUAD NF045;5,99;
546964;5890145090180;RELOGIO RD DECORA A0901A7RD SHARK;79,90;
546960;5890339126299;RELOGIO RD PAREDE 12629H SHARK;59,90;
570861;7899600907610;RELOGIO RED CIDADES 30CM 6911ALY150 IMPORIE;49,90;
251426;7899250615804;RELOGIO RED ML6476 YINS;28,90;
251365;7899250611493;RELOGIO RED PQ EG6916908 YINS;9,50;
251402;7899250617945;RELOGIO RED ZX1367 YINS;29,90;
251389;7899250617785;RELOGIO RED ZX1547 YINS;24,90;
572091;7899415543317;RELOGIO REDONDO 30CM REL0277 HOME DESIGN;49,90;
572093;7899415543270;RELOGIO REDONDO DECOR 32CM REL0273 HOME;49,90;
584000;7908323307260;RELOGIO ROSE ALCA COURO 30X63CM 14632;179,90;
28622;6934567846976;RELOGIO SS 4697;0,00;
29148;4894095048209;RELOGIO TG04820;0,00;
28455;4894095048346;RELOGIO TG04834;6,90;
191371;4894095049275;RELOGIO TG04927;0,00;
301138;7800000064735;RELOGIO VIDRO ML6473 WINCY;0,00;
2349;7895123436767;RELOGIO VIDRO PAISAGEM;2,90;
23191;7891331005252;RELOGIO VIDRO RELIGIOSO LW0525;2,90;
491075;6966222766619;RELOGIO VIOLAO 6661;0,00;
557802;5578023;REMOCAO DE FACHADA;0,00;
566333;7899658356248;RENDA ADESIVA PRATELEIRA 5CMX2M ZEIN;9,90;
570715;7899800008063;RENDA DE PRATELEIRA 2MX5CM NS186916 CIM;6,99;
565241;7899800008056;RENDA DEC TIRA NS186915 CIM;3,99;
558448;7899658322380;RENDA P PRATELEIRA 5CMX2MT;3,99;
558449;15584496;RENDA P PRATELEIRA 5CMX2MT;0,00;
558450;5584505;RENDA P PRATELEIRA 5CMX2MT;0,00;
3107;7899050541747;RENDA P/ PRATELEIRA 5CMX2MT AI837;2,99;
470261;8430422093298;RENDA P/PRATELEIRA MZ87111 MONALIZ;2,99;
500852;9589605967693;RENDA P/PRATELEIRA PVC NS112655;2,90;
8884;7891331005153;RENDA PRATELEIRA 2M LW0515;1,99;
221290;7898395842199;REPARADOR PONTAS 30ML VIDAL LIFE;3,50;
101721;7897186086033;REPARO P/ BICICLETA WESTERN 3000;6,99;
565024;7897186072395;REPELENTE ELETRICO WESTERN;38,90;
558760;5587605;REPTIL 4 MODELOS;0,00;
558510;7899658326906;REPTIL 4 MODELOS ZEIN;9,90;
559003;204569;RES ABRIDOR GARRAFA PEIXE SORT IMA;0,00;
560842;7898589337296;RES AFRICANA 15CM RN729;0,00;
545659;7898589337234;RES AFRICANA 21CM RN723 REAL NOVIDADES;29,00;
560841;7898589337289;RES AFRICANA 31CM RN728;0,00;
545660;7898589337258;RES AFRICANA C CRIANCA 21CM RN723;19,90;
562118;7898589319995;RES AFRICANA C/CRIANCA 33CM RN1999;0,00;
562115;7898589319964;RES AFRICANA DEC 19CM SORT RN1996;0,00;
562116;7898589319971;RES AFRICANA DEC 30CM SORT RN1997;0,00;
562117;7898589319988;RES AFRICANA DEC 41CM SORT RN1998;0,00;
558975;5589753;RES AGUA BENTA J A;0,00;
560656;7899183888627;RES ANJO AJOELHADO 11CM RES N2;0,00;
560657;7899183888610;RES ANJO AJOELHADO 16CM RES N1;0,00;
560885;5890341127291;RES ANJO ASA ACRIL C/LUZ YH12729K;0,00;
561050;7890026044903;RES ANJO ASA ACRIL C/LUZ YH13032;0,00;
561749;5890401130254;RES ANJO C/LUZ 11CM YH13025;0,00;
561750;5890378125314;RES ANJO C/LUZ 9CM YH12531;0,00;
560888;5702051004024;RES ANJO C/LUZ SZTS 0402W ACT;0,00;
564434;0000005644346;RES ANJO CLUZ 16CM HW95001;14,90;
564435;0000005644353;RES ANJO CLUZ 16CM YH29095D;15,90;
561974;5702051128188;RES ANJO EM PE C/LUZ 11CM YH12818S;0,00;
561976;5702051128065;RES ANJO EM PE C/LUZ 14CM YH12806S;0,00;
460187;6844231025944;RES ANJO INSTRUMENTO C/LUZ SOR;13,90;
558991;5589913;RES BAILARINA SENTADA 9CM FS23261;0,00;
560935;7890026045443;RES BARCO 16CM DEC FH4005;0,00;
560934;7890026045450;RES BARCO 23CM DEC FH4003;0,00;
26116;7899050567464;RES CACHORRO C/PLACA MSG BYA13483;0,00;
560884;5890293217279;RES CACHORRO C/PLACA YH2110727;0,00;
560882;5890293218351;RES CACHORRO C/PLACA YH2110835;0,00;
560883;5890293218467;RES CACHORRO C/PLACA YH2110846;0,00;
570539;7899687434870;RES CACHORRO DIVERTIDO RN3487 REAL;9,90;
561201;7890026043890;RES CACHORRO SENTADO 11CM YH 12078;0,00;
561128;6985281502877;RES CACHORRO SENTADO 16CM NS150287;19,90;
561204;7890026045153;RES CACHORRO SENTADO 20CM J 7903;0,00;
561125;6985281502907;RES CACHORRO SENTADO 20CM NS150290;0,00;
561203;7890026041094;RES CACHORRO SENTADO C/PLACA 20001;0,00;
561901;7898589319698;RES CAMPONES PERNA BAMBA RN1969;0,00;
567827;6842183624444;RES CARRO COFRE BC21836244-4 BRAS CONTI;9,90;
561596;7898589316369;RES CASAL CORUJA F OTICA RN1636;0,00;
561595;7898589316352;RES CASAL PASSARO F OTICA12C RN1635;0,00;
564436;7890880086897;RES CAVALO 10CM 06733001;5,90;
562087;7898589319575;RES CAVALO 14CM RN1957;0,00;
561643;7898589318233;RES COELHO PERNA TECIDO 27CM RN1823;0,00;
561975;7895027520272;RES COFRE GATO 13CM JF2210519Q;0,00;
561599;7898589316680;RES CORUJA C/LIVROS 15CM RN1668;0,00;
562113;7898589319896;RES CORUJA DEC PEDRAS 11CM RN1989;0,00;
562114;7898589319902;RES CORUJA DEC PEDRAS 12CM RN1990;0,00;
561898;7898589319667;RES CORUJA EM PE 16CM RN1966;0,00;
561897;7898589319650;RES CORUJA PERNA BAMBA RN1965;0,00;
490238;7890026031491;RES COZINHEIRO 20CM YH26271;18,90;
490160;7890026041469;RES COZINHEIRO O TRECO YH26273;16,90;
560491;1200206504398;RES CRIANCA C/BICHO 13CM SH650439;0,00;
560492;1200206504404;RES CRIANCA C/BICHO 13CM SH650440;0,00;
559786;2009120007591;RES CRIANCA C/BICHO 15CM 0027;0,00;
560023;8056100103006;RES CRIANCA PROFISSAO SORT KBF1030;0,00;
561748;5890406772725;RES ELEFANTE 8CM DEC PEDRAS ZH77272;0,00;
562208;7899594137895;RES ELEFANTE DEC 10CM AP37895 1;0,00;
561657;7898589316321;RES ELEFANTE DEC 13CM RN1632;0,00;
560655;5890342860166;RES ELEFANTE DEC 14CM ZH86016 CX;0,00;
561009;5890376019349;RES ELEFANTE DEC 15CM SY01934;0,00;
561656;7898589316291;RES ELEFANTE DEC 7CM RN1629;0,00;
561138;7898589310855;RES ELEFANTE DEC RN1085;0,00;
550195;7898589310879;RES ELEFANTE DEC RN1087 REAL;0,00;
562207;7899594137925;RES ELEFANTE ETNICO DEC 14CM AP3792;39,90;
561455;2224761616074;RES ENF P BIJU MANEQUIM 19CM 81607;0,00;
562088;7898589319582;RES ENF PAREDE P CHAVE PEIXE RN1958;0,00;
564437;0000005644377;RES ESPATULA X6 GIRASSOL BRAS;28,90;
561973;5702051016331;RES FADA SENTADA C/LUZ SORT SZTS163;0,00;
561126;6985281502815;RES GALO 21CM NS150281;0,00;
565421;5654215;RES GARCON 40CM C QUADRO PR 12011 054469;94,90;
26123;6980906712037;RES GATO SENTADO PQ 8 CM WT71203;0,00;
42888;428880;RES IDOSO;0,00;
562210;7899594128930;RES IDOSO CADEIRA BALANCO 10CM;0,00;
561900;7898589319681;RES IDOSO PERNA BAMBA RN1968;0,00;
25874;23832;RES IDOSO PERNA TECIDO 10 CM 03990;0,00;
561597;7898589316437;RES MAQUINA COSTURA RELOGIO RN1643;0,00;
42512;425124;RES MENINA VIOLINO;0,00;
561552;714289139688;RES P GARRAFA SAPATO 19CM MIG 02/04;48,90;
559799;7898502526288;RES P JOIA CACHORRO CB9050;0,00;
559798;7898502526295;RES P JOIA ELEFANTE CB9051;0,00;
560005;7890026035536;RES P RET BEBE MENINA X5 P9A 5132;0,00;
560006;7890026035529;RES P RET BEBE MENINO X5 P9A 5133;0,00;
560003;7890026041063;RES PEIXE FH205104A;0,00;
559007;5590070;RES PEIXE SORT FH3420;0,00;
560004;7890026041100;RES PEIXE X2 FH3419;0,00;
25836;7896530203232;RES PERNA TECIDO SORT MP 323;0,00;
564438;0000005644384;RES PROFISSAO SORT 17CM 281146;10,90;
561598;7898589316451;RES RELOGIO MOTO 22CM RN1645;0,00;
560536;7899594109892;RES SALEIRO+PIMENTEIRO COZINHEIRA;0,00;
564439;0000005644391;RES SALEIROPIMENTEIRO BAIANA;17,90;
561899;7898589319674;RES SAPO JARDINEIRO 17CM RN1967;0,00;
26130;7890026031880;RES SAPO PERNA TECIDO P9A2055;0,00;
559552;;RES STO EXPEDITO GR JA;0,00;
561139;7898589310732;RES URSO PERNA TECIDO RN1073;9,90;
131704;905170096672;RESINA 1 99;1,99;
6545;7899055280986;RESINA 15 ANOS CA37009;1,99;
27472;7899055294907;RESINA 15 ANOS CA39036 ALSM;1,99;
5203;7899050557373;RESINA 15 ANOS CA57391;1,99;
190503;7896530203461;RESINA AFRICANA 25CM MP346;14,90;
190497;7896530203478;RESINA AFRICANA 25CM MP347;0,00;
160339;7899050566979;RESINA AFRICANA C/VASO GR CA52317;9,50;
6903;7899206104178;RESINA AFRICANA CA58282;0,00;
17145;7899206104239;RESINA AFRICANA CA58283;0,00;
9195;7899050567037;RESINA AFRICANA CA58463;0,00;
8785;7899050567051;RESINA AFRICANA CA58464;1,99;
440943;7898502534535;RESINA AFRICANA GR XS3002;29,90;
440981;7898502534429;RESINA AFRICANA GR XS97009;13,90;
440882;7898502534351;RESINA AFRICANA GR XS97078A;13,90;
7238;7899206105793;RESINA AFRICANA LB0016;0,00;
441032;7898502534399;RESINA AFRICANA MD XS97008A WINCY;0,00;
545598;7898589337203;RESINA AFRICANA RN720;13,90;
545602;7898589337302;RESINA AFRICANA SENTADA RN730;29,00;
17312;7899206103768;RESINA AFRICANA SL1073;1,98;
17329;7899206103799;RESINA AFRICANA SL1076;1,99;
17923;7899206103805;RESINA AFRICANA SL1077;1,98;
17138;7899206103812;RESINA AFRICANA SL1078;1,98;
17121;7899206103829;RESINA AFRICANA SL1079;2,90;
17916;7899206103836;RESINA AFRICANA SL1080;0,00;
17909;7899206103843;RESINA AFRICANA SL1081;2,90;
17176;7899206103850;RESINA AFRICANA SL1082;1,99;
17152;7899206103867;RESINA AFRICANA SL1083;2,90;
17374;7899206103874;RESINA AFRICANA SL1084;1,99;
17633;7899206103966;RESINA AFRICANA SL1093;1,98;
17947;7899206103973;RESINA AFRICANA SL1094;1,99;
7795;7899206104185;RESINA AFRICANA SL1115;0,00;
9201;7899206104215;RESINA AFRICANA SL1118;2,39;
7221;7899206104260;RESINA AFRICANA SL1123;1,99;
17299;7899206106295;RESINA ANJINHO SL1001;0,00;
18531;7899206106486;RESINA ANJINHO SL1020;0,00;
451567;6844231026521;RESINA ANJO C/POMBO C/LUZ ACT;13,90;
5883;7891331003265;RESINA ANJO LW0326;1,99;
52849;7899050557380;RESINA ANOES;0,00;
6637;7899206104154;RESINA BAILARINA CA58289;1,99;
7009;6940350848706;RESINA BAILARINA GF8816;1,99;
17688;7899206106257;RESINA BAILARINA SENTADA LB0052;1,99;
7146;7899206103775;RESINA BAILARINA SL1074;1,99;
9607;7899055295737;RESINA BALANCO CA55607;0,00;
8709;7899055269592;RESINA BEBE CA34637;1,99;
8303;7899055294938;RESINA BEBE CA37582;1,99;
8716;7899055294808;RESINA BEBE CA51528;1,99;
5197;7899050546568;RESINA BEBE CA52486;0,00;
7047;7891331003203;RESINA BEBE LW0320;1,98;
6668;7891331003210;RESINA BEBE LW0321;1,98;
6538;7891331003272;RESINA BEBE LW0327;1,95;
5852;7790124053015;RESINA BEBE N105301;0,00;
17954;7899206106646;RESINA BEBE/MAO SL1036;1,99;
8273;7899050546087;RESINA BOLA/AGUA FAROL;1,99;
7153;7899050567495;RESINA BOLA/AGUA GOLFINHO;0,00;
6255;7899050515205;RESINA BOLA/AGUA PALHACO;1,99;
9720;7899050567525;RESINA BOLA/AGUA PEIXE;0,00;
131711;6980914285158;RESINA BONECO CASAL YH28515;0,00;
9157;7896013518051;RESINA BRUXA YH1805;1,99;
6781;7899050567365;RESINA BUDA;0,00;
20800;7899050570693;RESINA BUDA EV146;0,00;
553030;7898589316802;RESINA CACHORRO C/PLACA 10CM RN1680 REAL;9,90;
553032;7898589316826;RESINA CACHORRO C/PLACA 14CM RN1682 REAL;18,90;
545359;7895027511133;RESINA CACHORRO C/PLACA JF2110406;8,90;
565732;7890880164014;RESINA CACHORRO COLLIE BRANCOMARROM 165CM;14,90;
568579;7898100807260;RESINA CASAL VOVO BANCO DA PRACA NF726 JN;9,90;
7443;7899076810506;RESINA CASINHA;1,99;
552155;6842183620248;RESINA COFRE BC 218362020-4 BRAS CONTINE;24,90;
545747;7898100804795;RESINA CORUJA 479/411/467 JN DIST;22,90;
545401;7899594119549;RESINA CORUJA BRILHO AP19549-1 BRAS CONT;19,90;
553025;7898589318219;RESINA CORUJA PERNA TECIDO RN1821 REAL;39,90;
544845;7898484095901;RESINA COZINHEIRO PORTA GARRAFA FK9590;29,90;
400800;7890026028309;RESINA COZINHEIRO YH26275 SUTT;0,00;
421294;8056100093819;RESINA CRIANCA KBF938;9,90;
545338;8056100093123;RESINA CRIANCAS KBF931;29,90;
8587;7891331003180;RESINA CRUCIFIXO LW0318;1,99;
563924;7890880220444;RESINA DECOR BUDA VELUDO AZUL ESCURO 15X16CM;12,45;
564129;7890880220420;RESINA DECOR BUDA VELUDO CORAL 15X16CM;12,45;
564130;7890880220413;RESINA DECOR BUDA VELUDO ROXO 15X16CM;12,45;
563925;7890880220437;RESINA DECOR BUDA VELUDO VERMELHO 15X16CM;12,45;
563923;7890880220451;RESINA DECOR CABECA BUDA VELUDO AZUL ESCURO 27X17CM;49,90;
563917;7890880155562;RESINA DECOR DAMA BEGE 27CM;49,90;
564917;7890880263663;RESINA DECOR ESCULTURA BUDA PRATA DOURADO 21X8CM;68,90;
563922;7890880220512;RESINA DECOR GATO VELUDO LILAS 38X14CM;49,90;
563926;7890880220499;RESINA DECOR LEOPARDO VELUDO AZUL CLARO;58,90;
563921;7890880220475;RESINA DECOR LEOPARDO VELUDO AZUL CLARO 34X13CM;49,90;
548831;7899594119747;RESINA DECORA MULHER CURVA D19747 BRAS;34,90;
546687;5890377167063;RESINA DECORA MULHER NY1670602 SHARK;69,90;
545379;7899594119495;RESINA ELEFANTE AP19495-1 BRAS CONTINENT;14,90;
430142;7899413101533;RESINA ELEFANTE C/3 NS076131;5,99;
545384;7899594119334;RESINA ELEFANTE DOURADO AP19334-2 BRAS;29,90;
161305;6980910080252;RESINA ELEFANTE GR CH08025;11,90;
7207;7891331003555;RESINA ELEFANTE LW0355;1,99;
161312;6980910081075;RESINA ELEFANTE MD CH08107;0,00;
430159;7899413101571;RESINA ELEFANTE NS101501;4,99;
161329;6980910075807;RESINA ELEFANTE PQ CH07580;6,40;
190527;7896530203447;RESINA ESTATUA MUSICO GR MP344;18,90;
190510;7896530203423;RESINA ESTATUA MUSICO MP342;0,00;
9447;7899206106332;RESINA FADA SL1005;0,00;
30717;7899206106523;RESINA FADA SL1024;0,00;
546952;5890377167018;RESINA FIG MULHER NY1670102B SHARK;49,90;
547569;7899594101001;RESINA FM DOG EM PE B33334-6 BRAS CONTIN;12,90;
10665;7894545454557;RESINA FORMANDO;1,99;
8297;7899050546711;RESINA FORMANDO CA36291;1,99;
8327;7899055280887;RESINA FORMANDO CA36296;0,00;
7016;7899055280894;RESINA FORMANDO CA36389;1,99;
8280;7899206104055;RESINA FORMANDO CA58297;0,00;
5869;7899206103959;RESINA FORMANDO CA58299;1,98;
8310;7899206104048;RESINA FORMANDO CA58623;1,99;
9485;7891331003234;RESINA FORMANDO LW0323;1,98;
6996;7899206104062;RESINA FORMANDO PEQ CA58608;1,99;
7771;7899050567341;RESINA GALINHA BYA12292;0,00;
6651;4893888202699;RESINA GALO AMARELO;1,99;
7764;7899050567358;RESINA GALO BYA12293;0,00;
390323;7890026035123;RESINA GARCON YH26269;0,00;
390330;7890026031484;RESINA GARCON YH26270;18,90;
390361;7890026035130;RESINA GARCON YH26273;0,00;
9850;7891212544122;RESINA GOLFINHO;0,00;
553026;7898589318240;RESINA IDOSO PERNA TECIDO RN1824 REAL;39,90;
29476;7891331003425;RESINA JAMAICANO IMA LW0342;2,49;
9423;7899206104017;RESINA JAPONESA C/GUARDA SOL SL109;1,99;
6897;7899206104116;RESINA JAPONESA CA58803;1,99;
6880;7899206104109;RESINA JAPONESA CA58804;1,98;
7719;7899206103713;RESINA JAPONESA GR SL1068;1,98;
17626;7899206106394;RESINA JAPONESA SL1011;1,99;
17169;7899206103706;RESINA JAPONESA SL1067;7,90;
17879;7899206103720;RESINA JAPONESA SL1069;1,99;
17619;7899206103737;RESINA JAPONESA SL1070;1,98;
18517;7899206103744;RESINA JAPONESA SL1071;2,90;
18555;7899206103751;RESINA JAPONESA SL1072;1,98;
7733;7899206104086;RESINA JAPONESA SL1105;1,99;
9430;7899206104093;RESINA JAPONESA SL1106;1,99;
567802;7899594129210;RESINA LEOPARDO AY 29210-2 BRAS;38,90;
32711;7899050567044;RESINA MAE E FILHO;0,00;
